beam_type,slat_full_1340_2.5inch,slat_extra_1340_2.5inch,slot_full_1340_2.5inch,slot_extra_1340_2.5inch,acrylic_full_1340_2.5inch,acrylicheader_955_1340_2.5inch,acrylic_full_1000_2.5inch,acrylic_full_1900_2.5inch
HeavyDuty,x,x,x,x,x,x,x,x
Oval,,,,,,,,
