panel_term_search,panel_part_no,panel_finish_lookup,fg_num,insert_part_no,insert_qty
slat-1340-Full-double,00788,1,FBS616,08770-000,13
slot-1340-Full-single,00810,2,FBS615,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
